COD. INSCRIPCIÓN;NOMBRE;MODALIDAD;CATEGORIA;DIRECCIÓN;LOCALIDAD;MUNICIPIO;ZONA;Especialidad;FECHA DE INSCRIPCION
UR000940;La Estación;Restaurantes;Segunda/2 Tenedores;Guipúzcoa, km. 5,5 0;AIZOÁIN;BERRIOPLANO                                                                                         ;Cuenca de Pamplona;Casera o regional;12/03/2008 0:00:00
ur000208;La Estrella;Restaurantes;Sin definir;Cruce Belzunce 0;GARCIRIÁIN;JUSLAPEÑA                                                                                           ;Cuenca de Pamplona;Casera o regional;07/10/2004 0:00:00
UR000909;La Fiterana;Restaurantes;Tercera/1 tenedor;Lejalde 27;FITERO;FITERO                                                                                              ;La Ribera;Casera o regional;10/11/2006 0:00:00
UR000915;La Fonda;Restaurantes;Sin definir;Bayona 3;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;12/02/2007 0:00:00
UR000872;La Fonda de Tito;Restaurantes;Segunda/2 Tenedores;Calle Mayor 50;PUENTE LA REINA;PUENTE LA REINA <> GARES                                                                            ;Zona Media;Casera o regional;14/09/2005 0:00:00
uc000106;La Fuente;Cafeterías;Segunda/1 Taza;Madre Nicol 15;TAFALLA;TAFALLA                                                                                             ;Zona Media;;20/04/1990 0:00:00
ur000900;La Galera;Restaurantes;Sin definir;Palomar 10;MENDAVIA;MENDAVIA                                                                                            ;La Ribera;Sidrería;28/08/2006 0:00:00
UR001005;La Hacienda;Restaurantes;Segunda/2 Tenedores;Camino Labiano 47;MUTILVA;ARANGUREN                                                                                           ;Cuenca de Pamplona;Casera o regional;09/05/2011 0:00:00
ur000896;La Mafia se sienta a la mesa;Restaurantes;Sin definir;Calle Leyre 7;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Internacional;26/05/2006 0:00:00
UR001046;La Mandarra de la Ramos;Restaurantes;Segunda/2 Tenedores;Calle San Nicolás 9 bajo;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional, De tapas y raciones;01/08/2013 0:00:00
UR000708;La Manduca;Restaurantes;Sin definir;Ezcabazabal 11;BURLADA;BURLADA <> BURLATA                                                                                  ;Cuenca de Pamplona;Rápida;19/05/1994 0:00:00
UR000992;La Mar Salada;Restaurantes;Sin definir;Calle Leyre 12;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Innovadora;04/05/2010 0:00:00
UR001054;La Morea;Restaurantes;Primera/3 tenedores;X 1;CORDOVILLA;GALAR                                                                                               ;Cuenca de Pamplona;Casera o regional;06/05/2014 0:00:00
UR111000;La Muralla;Restaurantes;Sin definir;Rua Mayor 31;OLITE;OLITE                                                                                               ;Zona Media;;01/03/2011 0:00:00
UR000976;La Nuez;Restaurantes;Segunda/2 Tenedores;Calle Taconera 4 bajo;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Internacional;21/05/2009 0:00:00
ur000559;La Oficina;Restaurantes;Sin definir;Poligono Industrial, c/n 0;MUTILVA;ARANGUREN                                                                                           ;Cuenca de Pamplona;Casera o regional;14/02/1990 0:00:00
ur000525;La Olla;Restaurantes;Sin definir;Roncesvalles 2;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;30/01/1989 0:00:00
ur000320;La Oreja;Restaurantes;Sin definir;Calle Jarauta 19;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;16/10/1981 0:00:00
uc000006;La Panadera;Cafeterías;Segunda/1 Taza;Fructuoso Muerza 1;SAN ADRIÁN;SAN ADRIÁN                                                                                          ;La Ribera;;26/09/2001 0:00:00
ur000145;La Parrilla;Restaurantes;Sin definir;Arturo Campión 4;ANSOAIN;ANSOÁIN                                                                                             ;Cuenca de Pamplona;Casera o regional;23/03/1982 0:00:00
ur000495;La Peña;Restaurantes;Sin definir;Tubal 14;TAFALLA;TAFALLA                                                                                             ;Zona Media;Asador;08/01/2001 0:00:00
UR000095;La Plaza;Restaurantes;Sin definir;Calle Mayor 52;PUENTE LA REINA;PUENTE LA REINA <> GARES                                                                            ;Zona Media;Casera o regional;13/02/2002 0:00:00
ur000139;La Plaza;Restaurantes;Sin definir;Travesía Tafalla 3;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;04/06/2004 0:00:00
ur000314;La Posada;Restaurantes;Sin definir;San Andrés 0 S/N;SORAUREN;EZCABARTE                                                                                           ;Cuenca de Pamplona;Asador;23/01/1981 0:00:00
uc000144;La Posada;Cafeterías;Segunda/1 Taza;Iturrama, 16-18 0;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;01/01/1997 0:00:00
UR000930;La Posada;Restaurantes;Sin definir;San Pedro 27;LARRAINTZAR;ULTZAMA                                                                                             ;Pirineos;Casera o regional;30/10/2007 0:00:00
UR131048;La Ribera;Restaurantes;Tercera/1 tenedor;La Ribera 15;CINTRUÉNIGO;CINTRUÉNIGO                                                                                         ;La Ribera;Casera o regional;05/02/2014 0:00:00
uc000072;La Rocha;Cafeterías;Segunda/1 Taza;Marcelo Celayeta, 20-22 0;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;01/01/2007 0:00:00
UR000513;La Runa;Restaurantes;Sin definir;Errotazar 26;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Sidrería;12/05/2005 0:00:00
UR001037;La Sangiovesa;Restaurantes;Segunda/2 Tenedores;García Castañón 6 bajo;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Italiano;08/03/2013 0:00:00
UR000538;La Servicial Vinicola;Restaurantes;Sin definir;Navarro Villoslada 11;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;25/02/1989 0:00:00
UR000121;La Taberna de Tulebras;Restaurantes;Sin definir;Tudela, nº 1 0;TULEBRAS;TULEBRAS                                                                                            ;La Ribera;Casera o regional;18/12/2003 0:00:00
UR001025;La Tagliatella;Restaurantes;Segunda/2 Tenedores;Pl. del Castillo 37;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Internacional;02/04/2012 0:00:00
UR131039;La Tagliatella;Restaurantes;Sin definir;Centro comercial La Morea 0;CORDOVILLA;GALAR                                                                                               ;Cuenca de Pamplona;Italiano;30/04/2013 0:00:00
UR141050;La Tagliatella;Restaurantes;Segunda/2 Tenedores;Yanguas y Miranda 9;TUDELA;TUDELA                                                                                              ;La Ribera;Italiano;22/04/2014 0:00:00
UR001115;La Tasca De Don José;Restaurantes;Tercera/1 tenedor;C.C. Itaroa local A20-A21-A22 0;HUARTE;HUARTE <> UHARTE                                                                                    ;Cuenca de Pamplona;Casera o regional, De tapas y raciones;29/06/2016 0:00:00
UR001119;La Tasca de Don José;Restaurantes;Tercera/1 tenedor;C.C. Galaria 0 local A4-A5;CORDOVILLA;GALAR                                                                                               ;Cuenca de Pamplona;Casera o regional, De tapas y raciones;17/10/2016 0:00:00
UR000138;La Taula;Restaurantes;Tercera/1 tenedor;Parque de los Enamorados, 18-1 0;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;04/06/2004 0:00:00
UC000173;La Terraza del Labrit;Cafeterías;Segunda/1 Taza;Tejería 18;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Rápida;20/09/2011 0:00:00
UR0001081;La Torreta;Restaurantes;Tercera/1 tenedor;Mayor 64;PUENTE LA REINA;PUENTE LA REINA <> GARES                                                                            ;Zona Media;;09/04/2015 0:00:00
UR000952;La trastienda del colmado;Restaurantes;Sin definir;Iturralde y Suit 24 bajo;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Innovadora;20/06/2008 0:00:00
ur000788;La Trattoria;Restaurantes;Sin definir;Av. de Pío XII 24;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Internacional;05/02/1997 0:00:00
ur000477;La Unión;Restaurantes;Sin definir;Villava 10;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;08/02/1989 0:00:00
UR001082;La Veranda;Restaurantes;Primera/3 tenedores;Egüés 78;GORRÁIZ;EGÜÉS                                                                                               ;Cuenca de Pamplona;Casera o regional;05/03/2015 0:00:00
ur000590;La Vieja Iruña;Restaurantes;Sin definir;Calle San Nicolás 40 bajo;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional, De autor, De tapas y raciones;21/01/1990 0:00:00
UR000283;La Villa;Restaurantes;Tercera/1 tenedor;Mayor 14;IGANTZI;IGANTZI                                                                                             ;Pirineos;Casera o regional;22/07/1981 0:00:00
UR000030;La Viña;Restaurantes;Sin definir;Calle Jarauta 8;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;25/06/1968 0:00:00
uc000090;Lakora;Cafeterías;Segunda/1 Taza;Av. de Pío XII 34;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;22/04/1988 0:00:00
ur000369;Lanzale;Restaurantes;Sin definir;Calle San Lorenzo 31;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;19/03/1984 0:00:00
ur000156;Lapitxuri;Restaurantes;Sin definir;Dantxarinea, Venta Lapitxuri 0;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;Casera o regional;18/06/2004 0:00:00
UR000931;Larraisko;Restaurantes;Tercera/1 tenedor;Berrioplano 4;ANSOAIN;ANSOÁIN                                                                                             ;Cuenca de Pamplona;Casera o regional;22/11/2007 0:00:00
ur000293;Las Eras;Restaurantes;Sin definir;0;ASIAIN;OLZA                                                                                                ;Cuenca de Pamplona;Asador;22/07/1981 0:00:00
UR000864;Las Migas;Restaurantes;Sin definir;Villeta 19;UJUÉ;UJUÉ                                                                                                ;Zona Media;Casera o regional;09/06/2000 0:00:00
UR000135;Le Mans;Restaurantes;Sin definir;Monasterio de Urdax 0 S/N;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;25/06/2004 0:00:00
UR001015;Le Naturel;Restaurantes;Sin definir;Apalaz 13;ZURUCUÁIN;YERRI                                                                                               ;Zona Media;;27/10/2011 0:00:00
ur000690;Legaz;Restaurantes;Sin definir;Navarra 8;FUNES;FUNES                                                                                               ;La Ribera;Casera o regional;21/03/1994 0:00:00
UC130175;Leire;Cafeterías;Segunda/1 Taza;Mayor 44;SANGÜESA;SANGÜESA <> ZANGOZA                                                                                 ;Zona Media;De tapas y raciones;21/08/2013 0:00:00
UR001104;Leku Ona;Restaurantes;Tercera/1 tenedor;Martín Sasti s/n 0;ALTSASU/ALSASUA;ALTSASU/ALSASUA                                                                                     ;Pirineos;Casera o regional;05/11/2015 0:00:00
UC000171;Lekuonberri;Cafeterías;Segunda/1 Taza;Aralar 19;LEKUNBERRI;LEKUNBERRI                                                                                          ;Pirineos;;11/07/2007 0:00:00
UR000489;Lenkonea;Restaurantes;Segunda/2 Tenedores;de los Fueros 2;BERA;BERA/VERA DE BIDASOA                                                                                ;Pirineos;Casera o regional;15/04/2005 0:00:00
ur000738;Level-10;Restaurantes;Sin definir;Padre Adoain 223;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Rápida;26/12/1995 0:00:00
UR000773;Leyre;Restaurantes;Segunda/2 Tenedores;Polígono Industrial 0 S/N;AZAGRA;AZAGRA                                                                                              ;La Ribera;Casera o regional;18/09/1996 0:00:00
uc000042;Lido;Cafeterías;Segunda/1 Taza;Virgen del Soto 2;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;23/10/1982 0:00:00
UR001064;Lizarra;Restaurantes;Segunda/2 Tenedores;Paraje Ordoiz, s/n ;ESTELLA-LIZARRA;ESTELLA <> LIZARRA                                                                                  ;Zona Media;Casera o regional;07/11/2014 0:00:00
UR000191;Lizuniaga;Restaurantes;Sin definir;Collado de Lizuniaga 0;BERA;BERA/VERA DE BIDASOA                                                                                ;Pirineos;;14/10/1981 0:00:00
UR001072;Loizu;Restaurantes;Segunda/2 Tenedores;0;AURITZ/BURGUETE;AURITZ/BURGUETE                                                                                     ;;Casera o regional;02/12/2014 0:00:00
UR000173;Lorentxo;Restaurantes;Segunda/2 Tenedores;Ctra Irún N-121, KM 11 0;OLAVE;OLAIBAR                                                                                             ;Cuenca de Pamplona;Casera o regional;26/07/2004 0:00:00
ur000494;Los Alfares;Restaurantes;Sin definir;Avenida Sancho el Fuerte 32;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;06/02/1989 0:00:00
ur000547;Los Gemelos;Restaurantes;Sin definir;Hermanos Noain 30;ANSOAIN;ANSOÁIN                                                                                             ;Cuenca de Pamplona;Casera o regional;01/03/1991 0:00:00
ur000411;Los Leones;Restaurantes;Sin definir;Molino 5;MENDAVIA;MENDAVIA                                                                                            ;La Ribera;Casera o regional;17/02/1985 0:00:00
uc000101;Los Vieneses;Cafeterías;Segunda/1 Taza;Calle de Acella 15;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;11/03/1990 0:00:00
UR000948;Lugarana;Restaurantes;Sin definir;Dantxarinea 0;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;Casera o regional;14/05/2008 0:00:00
UR001021;Maher;Restaurantes;Sin definir;Ribera 19;CINTRUÉNIGO;CINTRUÉNIGO                                                                                         ;La Ribera;De autor;22/12/2011 0:00:00
ur000027;Maica;Restaurantes;Sin definir;Sancho VI el Sabio 1;VILLAVA;VILLAVA <> ATARRABIA                                                                                ;Cuenca de Pamplona;Casera o regional;20/12/2000 0:00:00
UR000730;Manolete;Restaurantes;Sin definir;Mayor 12;MURCHANTE;MURCHANTE                                                                                           ;La Ribera;Casera o regional;28/12/1995 0:00:00
ur000374;Manolo;Restaurantes;Sin definir;Santa Engracia 7;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;19/03/1984 0:00:00
ur000673;Marin;Restaurantes;Sin definir;Ramón y Cajal 71;ANDOSILLA;ANDOSILLA                                                                                           ;La Ribera;Casera o regional;10/02/1993 0:00:00
UC000066;Martin;Cafeterías;Segunda/1 Taza;Pedro Bidagor 1;BARAÑÁIN;BARAÑÁIN                                                                                            ;Cuenca de Pamplona;;30/11/1985 0:00:00
ur000269;Mavi;Restaurantes;Sin definir;La Serna 2;LOS ARCOS;LOS ARCOS                                                                                           ;Zona Media;Casera o regional;22/07/1981 0:00:00
ur000856;Mc Donalds;Restaurantes;Sin definir;"Parque Comercial ""Galaria"" 0";CORDOVILLA;GALAR                                                                                               ;Cuenca de Pamplona;Rápida;30/08/2000 0:00:00
UR111016;Mc Donalds Artica;Restaurantes;Tercera/1 tenedor;Lantzeluze 39;ARTICA;BERRIOPLANO                                                                                         ;Cuenca de Pamplona;Rápida;28/11/2011 0:00:00
ur000102;Mc Donalds Yamaguchi;Restaurantes;Sin definir;Barañain 23;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Rápida;11/06/2003 0:00:00
UR000057;Mei Mei;Restaurantes;Segunda/2 Tenedores;Yanguas y Miranda 21;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;13/06/2001 0:00:00
UR000892;Melbourne;Restaurantes;Sin definir;Olite 36;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;20/04/2006 0:00:00
uc000129;Mendebaldea;Cafeterías;Primera/2 Tazas;Calle de Irunlarrea 5;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;14/09/1994 0:00:00
UR000677;Mendilatz;Restaurantes;Sin definir;Larraun 0 S/N;ORBAIZETA;ORBAITZETA                                                                                          ;Pirineos;Casera o regional;15/05/1994 0:00:00
UR001094;Merindad de Olite;Restaurantes;Segunda/2 Tenedores;Rúa de la Judería 11;OLITE;OLITE                                                                                               ;Zona Media;Casera o regional, De tapas y raciones, Innovadora;24/07/2015 0:00:00
UR000939;Mesón de Gargantúa;Restaurantes;Sin definir;Santa María 6;LOS ARCOS;LOS ARCOS                                                                                           ;Zona Media;Casera o regional;12/03/2008 0:00:00
ur000483;Mesón del Barro;Restaurantes;Sin definir;Frente a la Clínica Universitaria de, Calle de Acella, 2;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Asador;09/03/1988 0:00:00
ur000638;Mesón del Camino;Restaurantes;Sin definir;Mayor 0 S/N;ENÉRIZ;ENÉRIZ                                                                                              ;Zona Media;Casera o regional;18/05/1993 0:00:00
UR000287;Mesón Egüés;Restaurantes;Sin definir;San Martín 10;EGÜÉS;EGÜÉS                                                                                               ;Cuenca de Pamplona;Asador;17/03/1982 0:00:00
ur000405;Mesón El Burladero;Restaurantes;Sin definir;Calle Emilio Arrieta, 9 bis 0;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;18/04/2001 0:00:00
UR000289;Mesón Julián;Restaurantes;Sin definir;La Merced 9;TUDELA;TUDELA                                                                                              ;La Ribera;;16/10/1981 0:00:00
ur000898;Mesón La Cuchara;Restaurantes;Sin definir;Remiro de Goñi 26;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;30/06/2006 0:00:00
uc000165;Mesón La Morea;Cafeterías;Segunda/1 Taza;Centro Comercial La Morea 0;CORDOVILLA;GALAR                                                                                               ;Cuenca de Pamplona;;25/06/2004 0:00:00
ur000643;Mesón Las Torres I;Restaurantes;Sin definir;Santa María 0 S/N;UJUÉ;UJUÉ                                                                                                ;Zona Media;Casera o regional;23/03/1994 0:00:00
ur000781;Mesón Las Torres II;Restaurantes;Sin definir;Santa María 0 S/N;UJUÉ;UJUÉ                                                                                                ;Zona Media;Casera o regional;05/12/1996 0:00:00
UR000700;Mesón Los Robles;Restaurantes;Segunda/2 Tenedores;Beláscoain 10;PATERNÁIN;CIZUR                                                                                               ;Cuenca de Pamplona;Casera o regional;05/01/1991 0:00:00
ur000104;Mesón Olave;Restaurantes;Sin definir;Irún, Km. 11 0;OLAVE;OLAIBAR                                                                                             ;Cuenca de Pamplona;;18/11/1981 0:00:00
ur000240;Mesón Olaz;Restaurantes;Sin definir;Las Fuentes 19;OLAZ;EGÜÉS                                                                                               ;Cuenca de Pamplona;Casera o regional;21/07/1981 0:00:00
ur000603;Miguel;Restaurantes;Sin definir;Ibardin 0;BERA;BERA/VERA DE BIDASOA                                                                                ;Pirineos;Casera o regional;11/06/1990 0:00:00
ur000501;Mikael;Restaurantes;Sin definir;Calle de Francisco Bergamin Kalea17;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;28/09/1987 0:00:00
UR000649;Mikelen Borda;Restaurantes;Segunda/2 Tenedores;Dancharinea 0;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;Casera o regional;07/03/1991 0:00:00
uc000130;Milan;Cafeterías;Segunda/1 Taza;Tafalla 6;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;24/12/1994 0:00:00
ur000855;Miranda;Restaurantes;Sin definir;Bardenas 16;VALTIERRA;VALTIERRA                                                                                           ;La Ribera;Casera o regional;24/06/2000 0:00:00
UR001008;Mister Wok;Restaurantes;Tercera/1 tenedor;Río Arga 18 bajo;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Internacional;18/05/2011 0:00:00
UR001080;Molino de Caparroso;Restaurantes;Segunda/2 Tenedores;Caparroso, s/n 0;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;10/02/2015 0:00:00
UR001084;Mónaco;Restaurantes;Segunda/2 Tenedores;Del Coso 1;LOS ARCOS;LOS ARCOS                                                                                           ;Zona Media;;15/05/2015 0:00:00
ur000262;Monreal;Restaurantes;Sin definir;Cuatro Esquinas 13;TAFALLA;TAFALLA                                                                                             ;Zona Media;Casera o regional;14/10/1981 0:00:00
UR000176;Montejurra;Restaurantes;Sin definir;Logroño, Km. 49 0;AYEGUI;AYEGUI                                                                                              ;Zona Media;;22/07/1981 0:00:00
ur000193;Montón;Restaurantes;Sin definir;Calle Jarauta 29;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;16/07/1982 0:00:00
ur000713;Motxale;Restaurantes;Sin definir;Río 8;UHARTE-ARAKIL;UHARTE-ARAKIL                                                                                       ;Pirineos;Casera o regional;14/03/1995 0:00:00
ur000297;Mulan;Restaurantes;Sin definir;Monasterio de Azuelo, nº 2 0;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Internacional;21/02/2005 0:00:00
UR001111;Murkuzuria;Restaurantes;Tercera/1 tenedor;Santa María s/n 0;ESPARZA DE SALAZAR;ESPARZA                                                                                             ;Pirineos;De tapas y raciones;25/11/2015 0:00:00
UR000974;Ñam;Restaurantes;Sin definir;Paseo Sarasate 28;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;20/04/2009 0:00:00
ur000665;Narbarte;Restaurantes;Sin definir;San Andrés 1;NARBARTE;BERTIZARANA                                                                                         ;Pirineos;Casera o regional;01/10/1992 0:00:00
UR000385;Navarra;Restaurantes;Segunda/2 Tenedores;Gustavo de Maeztu 16;ESTELLA-LIZARRA;ESTELLA <> LIZARRA                                                                                  ;Zona Media;Casera o regional;07/05/1984 0:00:00
UR001105;Nh Iruña Park;Restaurantes;Tercera/1 tenedor;Arcadio Mª Larraona 1;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional, Rápida;05/11/2015 0:00:00
UR131041;Nikolaurenea;Restaurantes;Sin definir;San Salvador 33;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;;06/06/2013 0:00:00
UR000970;Novoart;Restaurantes;Segunda/2 Tenedores;Maria Moliner 2;BERRIOPLANO;BERRIOPLANO                                                                                         ;Cuenca de Pamplona;Casera o regional, Innovadora;06/03/2009 0:00:00
UR000688;Obas;Restaurantes;Segunda/2 Tenedores;Calle de Irunlarrea, 6-8 0;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;27/03/1994 0:00:00
ur000618;Obelix;Restaurantes;Sin definir;Las Eras 5;VILLAVA;VILLAVA <> ATARRABIA                                                                                ;Cuenca de Pamplona;Casera o regional;24/07/1990 0:00:00
UR000657;Obelix;Restaurantes;Sin definir;Pamplona 10;BARAÑÁIN;BARAÑÁIN                                                                                            ;Cuenca de Pamplona;Rápida;28/02/1992 0:00:00
ur000234;Oiat;Restaurantes;Sin definir;Navarrería 4;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;22/07/1981 0:00:00
uc000170;Okapi;Cafeterías;Segunda/1 Taza;Pl. del Castillo 11;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;15/09/2006 0:00:00
ur000544;Olaberri;Restaurantes;Sin definir;San Antón, Casa Olaberri 1;LESAKA;LESAKA                                                                                              ;Pirineos;Casera o regional;07/03/1990 0:00:00
UR000619;Olari;Restaurantes;Tercera/1 tenedor;Pedro Mª Hualde 0 S/N;IRURITA;BAZTAN                                                                                              ;Pirineos;Casera o regional;07/03/1991 0:00:00
ur000511;Olazti;Restaurantes;Sin definir;Calle Mayor 51;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;04/07/1988 0:00:00
uc000003;Orbela;Cafeterías;Segunda/1 Taza;Santo Domingo 4;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;22/03/1996 0:00:00
UR000895;Ordoki;Restaurantes;Segunda/2 Tenedores;Polígono Ordoki 0 S/N;ARIZKUN;BAZTAN                                                                                              ;Pirineos;Asador;26/05/2006 0:00:00
UR000852;Orgi;Restaurantes;Segunda/2 Tenedores;San Simón 1;LIZASO;ULTZAMA                                                                                             ;Pirineos;Casera o regional;13/06/2000 0:00:00
ur000840;Orhi;Restaurantes;Sin definir;Polígono Plazaola, nave 2-3 0;BERRIOPLANO;BERRIOPLANO                                                                                         ;Cuenca de Pamplona;Casera o regional;06/03/2000 0:00:00
UR001076;Orialde;Restaurantes;Tercera/1 tenedor;Urrutia 6;OCHAGAVÍA;OCHAGAVÍA                                                                                           ;Pirineos;;02/02/2015 0:00:00
ur000725;Orradre;Restaurantes;Sin definir;Irún, Km 10 0;SORAUREN;EZCABARTE                                                                                           ;Cuenca de Pamplona;Casera o regional;28/03/1996 0:00:00
UR000550;Orreaga;Restaurantes;Sin definir;Pío Loperena 0 S/N;BURLADA;BURLADA <> BURLATA                                                                                  ;Cuenca de Pamplona;Casera o regional;21/01/1990 0:00:00
UR001087;Orrega/Roncesvalles;Restaurantes;Segunda/2 Tenedores;Única 0;ORREAGA/RONCESVALLES;ORREAGA/RONCESVALLES                                                                                ;Pirineos;Casera o regional;28/05/2015 0:00:00
UR001116;Osate;Restaurantes;Tercera/1 tenedor;Salazar 0 s/n;OCHAGAVÍA;OCHAGAVÍA                                                                                           ;Pirineos;Casera o regional, De tapas y raciones, Rápida, Vegetariana;22/07/2016 0:00:00
uc000137;Osiris;Cafeterías;Segunda/1 Taza;Calle de Irunlarrea, 5-trasera 0;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;05/03/1996 0:00:00
ur000893;Oskia;Restaurantes;Sin definir;de Navarra 0;ERROTZ;ARAKIL                                                                                              ;Pirineos;Casera o regional;26/04/2006 0:00:00
ur000474;Ospel;Restaurantes;Sin definir;Roncesvalles 0 S/N;OLLOKI;ESTERIBAR                                                                                           ;Pirineos;Casera o regional;17/02/1990 0:00:00
ur000755;Ostargi;Restaurantes;Sin definir;de Sarriguren, 2-4 0;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;12/03/1996 0:00:00
ur000310;Ostatua Posada;Restaurantes;Sin definir;Mayor 1;ARRUAZU;ARRUAZU                                                                                             ;Pirineos;Casera o regional;21/02/2005 0:00:00
UR000863;Pabellón Deportivo de Estella-Lizarra;Restaurantes;Sin definir;Calle La Merindad 2;ESTELLA-LIZARRA;ESTELLA <> LIZARRA                                                                                  ;Zona Media;Casera o regional;06/09/2000 0:00:00
ur000336;Pablo-Enea;Restaurantes;Sin definir;Mayor 5;ARANTZA;ARANTZA                                                                                             ;Pirineos;Casera o regional;08/08/1982 0:00:00
uc000084;Palace;Cafeterías;Segunda/1 Taza;Estella 3;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;24/08/1988 0:00:00
UR000833;Palacio Castillo de Gorraiz;Restaurantes;Primera/3 tenedores;de Egües 78;GORRÁIZ;EGÜÉS                                                                                               ;Cuenca de Pamplona;Casera o regional;08/06/1999 0:00:00
ur000452;Palacio Chino;Restaurantes;Sin definir;Calle de la Estafeta, 73-1º ;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Internacional;08/03/1987 0:00:00
