;COD. INSCRIPCIÓN;NOMBRE;MODALIDAD;CATEGORIA;DIRECCIÓN;LOCALIDAD;MUNICIPIO;ZONA;PLAZAS;FECHA DE INSCRIPCION
PAMPLONA;;;;;;;;;;
;UAT00736;Casa Txema;Apartamento Turístico;Tercera/1 Llave;Pantano 20;ÚGAR;YERRI                                                                                               ;Zona Media;3;06/03/2018 0:00:00
OLLOBARREN;;;;;;;;;;
;UCR00799;Casa Urbasa Urederra;Casa rural vivienda;CRV 2 Estrellas;Mayor 28;OLLOBARREN;METAUTEN                                                                                            ;Pirineos;7;19/06/2007 0:00:00
;ucr00314;Osés;Casa rural vivienda;CRV 2 Estrellas;Mayor 0;OLLOBARREN;METAUTEN                                                                                            ;Zona Media;6;23/08/2006 0:00:00
IGÚZQUIZA;;;;;;;;;;
;UVT00281;Casa Velez;Vivienda Turística;Primera/3 Llaves;Cañada 3;IGÚZQUIZA;IGÚZQUIZA                                                                                           ;Zona Media;6;19/09/2013 0:00:00
;UCR01066;Txintxiligaña;Casa rural vivienda;CRV 2 Estrellas;Mayor 16 A;IGÚZQUIZA;IGÚZQUIZA                                                                                           ;Zona Media;6;17/06/2015 0:00:00
INDURÁIN;;;;;;;;;;
;UVTR0905;Casa Xigot;Vivienda Turística Rural;Primera/3 Llaves;Virgen de las Nieves 13;INDURÁIN;IZAGAONDOA                                                                                          ;Pirineos;8;10/05/2019 0:00:00
ECHARRI;;;;;;;;;;
;ucr00683;Casa Zelai;Casa rural vivienda;CRV 2 Estrellas;Baxixar 4;ECHARRI;ECHARRI                                                                                             ;Cuenca de Pamplona;6;08/04/2005 0:00:00
LINTZOAIN;;;;;;;;;;
;ucr00349;Casenia I;Casa rural vivienda;CRV 1 Estrella;San Saturnino 0 S/N;LINTZOAIN;ERRO                                                                                                ;Pirineos;4;13/09/1996 0:00:00
;ucr00350;Casenia II;Casa rural vivienda;CRV 1 Estrella;San Saturnino 0 S/N;LINTZOAIN;ERRO                                                                                                ;Pirineos;4;13/09/1996 0:00:00
;ucr00461;Ekain Etxea;Casa rural vivienda;CRV 3 Estrellas;San Saturnino 64;LINTZOAIN;ERRO                                                                                                ;Pirineos;4;14/10/1999 0:00:00
;UVT01026;Etxealdaia;Vivienda Turística;Primera/3 Llaves;San Saturnino 38;LINTZOAIN;ERRO                                                                                                ;Pirineos;8;19/06/2020 0:00:00
;ucr00549;Etxeberría I;Casa rural vivienda;CRV 2 Estrellas;Fancia 0 S/N;LINTZOAIN;ERRO                                                                                                ;Pirineos;4;06/03/2002 0:00:00
;ucr00550;Etxeberría II;Casa rural vivienda;CRV 2 Estrellas;Fancia 0 S/N;LINTZOAIN;ERRO                                                                                                ;Pirineos;4;06/03/2002 0:00:00
;ucr00457;Motxaña I;Casa rural vivienda;CRV 2 Estrellas;San Saturnino 30;LINTZOAIN;ERRO                                                                                                ;Pirineos;4;23/09/1999 0:00:00
;ucr00458;Motxaña II;Casa rural vivienda;CRV 2 Estrellas;San Saturnino 30;LINTZOAIN;ERRO                                                                                                ;Pirineos;4;23/09/1999 0:00:00
;UPE00922;Posada el Camino;Pensión;P*;San Saturnino 46;LINTZOAIN;ERRO                                                                                                ;Pirineos;8;28/06/2017 0:00:00
;UATR0300;Primorena Txiki;Apartamento Turístico Rural;Tercera/1 Llave;San Saturnino 11;LINTZOAIN;ERRO                                                                                                ;Pirineos;4;29/04/2014 0:00:00
GORRÁIZ;;;;;;;;;;
;UH000835;Castillo de Gorraiz, Golf & Spa;Hotel;4 Estrellas;Egüés 78;GORRÁIZ;EGÜÉS                                                                                               ;Cuenca de Pamplona;91;17/07/2008 0:00:00
MURILLO DE LÓNGUIDA;;;;;;;;;;
;ucr00585;Chalo;Casa rural vivienda;CRV 2 Estrellas;La Asunción 26;MURILLO DE LÓNGUIDA;LÓNGUIDA <> LONGIDA                                                                                 ;Pirineos;9;22/01/2003 0:00:00
;UHR00875;Villa Clementina;Hotel rural;4 Estrellas;La Asunción 9;MURILLO DE LÓNGUIDA;LÓNGUIDA <> LONGIDA                                                                                 ;Pirineos;17;23/06/2011 0:00:00
ARÓSTEGUI;;;;;;;;;;
;UCR00539;Churdarena;Casa rural habitaciones;CRH 2 Estrellas;La Asunción 12;ARÓSTEGUI;ATEZ                                                                                                ;Pirineos;8;28/11/2001 0:00:00
;UCT00030;Izarpe;Camping;4 estrellas;Gulina Aroztegi Km12,8 0;ARÓSTEGUI;ATEZ                                                                                                ;Pirineos;326;09/03/2018 0:00:00
SANSOL;;;;;;;;;;
;UAB00120;Codés;Albergue turístico;2ª Categoria;Los Bodegones  0 s/n;SANSOL;SANSOL                                                                                              ;Zona Media;24;25/10/2017 0:00:00
;UCR01018;El Olivo;Casa rural habitaciones;CRH 1 Estrella;Taconera 9;SANSOL;SANSOL                                                                                              ;Zona Media;8;19/09/2013 0:00:00
;UAB00125;Palacio de Sansol;Albergue turístico;1ª Categoria;del Sindicato 1;SANSOL;SANSOL                                                                                              ;Zona Media;60;26/09/2019 0:00:00
;UAB00089;Sansol;Albergue turístico;2ª del Camino de Santiago;Barrio Nuevo 4;SANSOL;SANSOL                                                                                              ;Zona Media;24;02/12/2014 0:00:00
OTEIZA DE BERRIOPLANO;;;;;;;;;;
;UCR01110;Cortea I;Casa rural vivienda;CRV 3 Estrellas;San Juan 7;OTEIZA DE BERRIOPLANO;BERRIOPLANO                                                                                         ;Cuenca de Pamplona;6;27/07/2017 0:00:00
;UCR01111;Cortea II;Casa rural vivienda;CRV 3 Estrellas;San Juan 7;OTEIZA DE BERRIOPLANO;BERRIOPLANO                                                                                         ;Cuenca de Pamplona;6;27/07/2017 0:00:00
;UCR01140;Osabide;Casa rural vivienda;CRV 3 Estrellas;San Juan  4;OTEIZA DE BERRIOPLANO;BERRIOPLANO                                                                                         ;Cuenca de Pamplona;10;06/09/2018 0:00:00
IMÁRCOAIN;;;;;;;;;;
;UH000793;Cross Elorz;Hotel;3 Estrellas;Europa 13;IMÁRCOAIN;NOÁIN (VALLE DE ELORZ <> /NOAIN (ELORTZIBAR)                                                        ;Cuenca de Pamplona;134;08/02/2006 0:00:00
AZAGRA;;;;;;;;;;
;UVT00236;Del Gato;Vivienda Turística;Segunda/2 Llaves;Miguel Induráin 40 31560;AZAGRA;AZAGRA                                                                                              ;La Ribera;8;12/06/2012 0:00:00
;UHS00900;Leyre;Hostal;HsG;Industrial, C/ D 2;AZAGRA;AZAGRA                                                                                              ;La Ribera;16;31/03/2014 0:00:00
;UHS00583;Venecia;Hostal;HsG;Diputación 70;AZAGRA;AZAGRA                                                                                              ;La Ribera;16;02/01/1987 0:00:00
ORORBIA;;;;;;;;;;
;UHS00663;Don Javier;Hostal;HsG;Abajitabidea 5;ORORBIA;OLZA                                                                                                ;Cuenca de Pamplona;47;03/07/1996 0:00:00
;UVT00580;Ororbia;Vivienda Turística;Segunda/2 Llaves;Arzanegui 19;ORORBIA;OLZA                                                                                                ;Cuenca de Pamplona;4;30/11/2017 0:00:00
BEUNZA;;;;;;;;;;
;ucr00663;Dorrea;Casa rural habitaciones;CRH 1 Estrella;Asunción 30;BEUNZA;ATEZ                                                                                                ;Pirineos;4;01/10/2004 0:00:00
ARRARATS;;;;;;;;;;
;UCR00665;Ecológica Kaaño Etxea;Casa rural habitaciones;CRH 3 Estrellas;Kaaño 0;ARRARATS;BASABURUA                                                                                           ;Pirineos;10;20/10/2004 0:00:00
;ucr00712;Laardia I;Casa rural vivienda;CRV 1 Estrella;San Pedro 24;ARRARATS;BASABURUA                                                                                           ;Pirineos;3;16/08/2005 0:00:00
;ucr00713;Laardia II;Casa rural vivienda;CRV 1 Estrella;San Pedro 24;ARRARATS;BASABURUA                                                                                           ;Pirineos;3;16/08/2005 0:00:00
;UCR01123;Marako Borda;Casa rural vivienda;CRV 2 Estrellas;Camino de Igoa 0 S/N;ARRARATS;BASABURUA                                                                                           ;Pirineos;12;14/02/2018 0:00:00
LARRIÓN;;;;;;;;;;
;UAT00933;Ederra;Apartamento Turístico;Tercera/1 Llave;Tilinturri 3 1ºA;LARRIÓN;ALLÍN                                                                                               ;Zona Media;6;14/06/2019 0:00:00
EKAI DE LÓNGUIDA;;;;;;;;;;
;uh000687;Ekai;Hotel;3 Estrellas;de Aoiz 0 S/N;EKAI DE LÓNGUIDA;LÓNGUIDA <> LONGIDA                                                                                 ;Pirineos;36;08/10/1997 0:00:00
;ucr00620;Juandecay;Casa rural vivienda;CRV 2 Estrellas;San Martin 0 S/N;EKAI DE LÓNGUIDA;LÓNGUIDA <> LONGIDA                                                                                 ;Pirineos;6;07/08/2008 0:00:00
;UVT00404;Lolain House - Etxea;Vivienda Turística;Primera/3 Llaves;Agrupación San Martín 3;EKAI DE LÓNGUIDA;LÓNGUIDA <> LONGIDA                                                                                 ;Pirineos;8;11/06/2015 0:00:00
ESNOTZ;;;;;;;;;;
;UCR00727;Ekolanda;Casa rural habitaciones;CRH 1 Estrella;San Martín 0 S/N;ESNOTZ;ERRO                                                                                                ;Pirineos;6;17/11/2005 0:00:00
CIZUR MENOR;;;;;;;;;;
;UAB00034;El Albergue de Maribel;Albergue turístico;del Camino de Santiago;Belzeta 1;CIZUR MENOR;CIZUR                                                                                               ;Cuenca de Pamplona;51;30/01/2009 0:00:00
BURGUI;;;;;;;;;;
;uhsr0615;El Almadiero;Hostal;HsRural;Padre Tomás de Burgui 1;BURGUI;BURGUI <> BURGI                                                                                     ;Pirineos;18;05/06/1991 0:00:00
;UCR00846;Urandi;Casa rural vivienda;CRV 2 Estrellas;Mayor 41;BURGUI;BURGUI <> BURGI                                                                                     ;Pirineos;10;27/05/2008 0:00:00
OLCOZ;;;;;;;;;;
;UHSR0763;El Arriero;Hostal;HsRural;Muskilda 5;OLCOZ;BIURRUN-OLCOZ                                                                                       ;Zona Media;13;10/09/2003 0:00:00
;ucr00441;El Arriero;Casa rural vivienda;CRV 2 Estrellas;San Miguel 46;OLCOZ;BIURRUN-OLCOZ                                                                                       ;Zona Media;8;02/06/1999 0:00:00
MAÑERU;;;;;;;;;;
;UAB00114;El Cantero;Albergue turístico;del Camino de Santiago;Esperanza 2;MAÑERU;MAÑERU                                                                                              ;Zona Media;26;17/10/2016 0:00:00
;ucr00644;Isabel;Casa rural habitaciones;CRH 2 Estrellas;Caridad 5;MAÑERU;MAÑERU                                                                                              ;Zona Media;4;27/05/2004 0:00:00
GENEVILLA;;;;;;;;;;
;UCR00900;El Encinedo;Casa rural vivienda;CRV 2 Estrellas;Norte 2;GENEVILLA;GENEVILLA                                                                                           ;Zona Media;6;05/06/2009 0:00:00
;UCR00904;Usategieta;Casa rural habitaciones;CRH 2 Estrellas;Mediodía 2;GENEVILLA;GENEVILLA                                                                                           ;Zona Media;6;09/09/2009 0:00:00
MARAÑÓN;;;;;;;;;;
;UVT00884;El Hayedo del León Dormido;Apartamento Turístico;Segunda/2 Llaves;El Frontón 4;MARAÑÓN;MARAÑÓN                                                                                             ;Zona Media;8;19/03/2019 0:00:00
MURUZÁBAL;;;;;;;;;;
;UAB00102;El Jardín de Muruzábal;Albergue turístico;1ª del Camino de Santiago;Monteviejo 21;MURUZÁBAL;MURUZÁBAL                                                                                           ;Zona Media;32;16/04/2015 0:00:00
;UAB00105;Mendizabal;Albergue turístico;del Camino de Santiago;Mayor 7;MURUZÁBAL;MURUZÁBAL                                                                                           ;Zona Media;16;28/10/2016 0:00:00
